#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      243.5   111.8    68.9   112.2   126.0   225.1   278.4   309.1   330.4   354.9   385.0   428.9   518.2   736.2  2476.8  80033.2    80000  1746484631066  1746484636234
read      244.5   110.6    68.9   113.3   127.6   227.2   280.0   309.9   331.0   355.1   384.8   428.3   516.0   689.0  2047.1  84861.8    85000  1746484637738  1746484642907
read      246.7   104.4    59.1   113.9   128.7   228.7   282.0   312.2   333.8   358.9   390.1   435.1   529.1   676.3  1495.5  90144.4    90000  1746484644411  1746484649586
read      253.5   116.0    68.9   118.1   134.1   235.7   288.3   318.0   339.8   365.1   396.0   440.7   533.1   679.9  3347.4  95085.8    95000  1746484651090  1746484656257
read      269.0   113.8    68.9   122.3   140.5   253.2   307.2   337.2   359.2   385.0   417.9   467.1   575.1   777.1  1897.5 100013.6   100000  1746484657761  1746484662929
read      260.0   117.5    68.9   121.3   138.5   241.0   294.2   324.3   346.1   372.0   403.7   454.6   560.3   800.4  2839.3 105231.2   105000  1746484664433  1746484669611
read      283.4   119.7    74.4   130.6   150.8   265.9   320.4   351.7   374.3   401.5   436.3   492.6   609.0   831.3  2297.0 110166.0   110000  1746484671114  1746484676282
read      285.3   138.8    68.9   133.8   154.0   268.1   322.1   353.0   375.0   401.3   435.0   489.2   612.9   844.5  2333.1 114906.6   115000  1746484677785  1746484682956
read      293.9   124.6    68.9   139.8   161.4   276.9   331.2   362.2   384.8   411.6   446.7   501.1   618.7   822.5  2954.1 120091.6   120000  1746484684460  1746484689634
read      505.6   189.4    86.8   267.7   305.2   463.4   547.5   612.7   661.8   717.7   783.4   867.7  1004.2  1242.0  3113.3 123926.3   125000  1746484691138  1746484696306
read      514.5   223.3    74.4   283.6   323.5   454.5   546.1   641.9   701.7   753.2   802.8   864.7   984.1  1191.7  6034.0 122924.0   130000  1746484697811  1746484702980
read      537.2   197.5    86.8   307.4   344.0   477.1   573.6   666.5   724.2   777.3   831.3   897.6  1009.8  1187.3  4219.0 120278.6   135000  1746484704485  1746484709657
read      531.3   198.9    93.8   302.9   339.9   468.9   563.7   660.8   718.8   771.7   824.8   888.2  1003.6  1225.9  4387.4 121349.3   140000  1746484711161  1746484716330
read      507.1   194.3    86.8   278.4   311.8   457.9   558.4   630.1   675.6   722.3   777.3   857.5   999.7  1186.8  4179.3 127372.4   145000  1746484717834  1746484723004
read      497.5   181.0    93.8   279.9   314.0   436.0   548.3   634.6   681.8   724.3   768.4   823.6   931.9  1107.8  2672.9 129655.4   150000  1746484724507  1746484729687
read      521.4   191.7    86.8   300.1   333.3   459.4   558.7   654.7   709.9   759.3   807.4   867.1   984.5  1174.4  3815.8 123921.2   155000  1746484731189  1746484736359
read      567.8   208.3    93.8   327.5   366.2   502.9   590.2   693.2   764.3   827.2   887.0   959.2  1084.5  1318.0  4010.9 114025.2   160000  1746484737863  1746484743034
read      499.1   186.8    80.4   278.8   313.9   439.0   545.7   630.6   679.9   725.0   771.9   831.2   940.3  1183.9  3473.2 129392.4   165000  1746484744539  1746484749715
read      487.0   183.8    80.4   265.3   301.1   430.2   543.4   618.4   662.6   705.1   747.5   804.4   930.0  1321.9  3544.8 132582.0   170000  1746484751219  1746484756388
read      494.5   186.1    80.4   275.8   309.9   435.3   542.2   625.3   673.6   718.3   764.2   821.6   936.3  1176.6  4025.4 130612.5   175000  1746484757892  1746484763064
read      545.2   230.4    74.4   308.9   347.6   485.6   577.6   669.3   729.8   787.3   845.8   917.6  1032.9  1261.3  9377.9 118631.0   180000  1746484764568  1746484769743
read      507.3   188.6    80.4   287.8   322.8   446.4   548.8   642.0   693.6   738.2   785.1   845.8   953.7  1160.6  3607.9 127415.0   185000  1746484771247  1746484776415
read      569.8   209.2   101.3   337.5   375.0   500.8   584.5   694.3   771.2   834.6   893.7   963.2  1086.5  1291.4  3964.9 113660.4   190000  1746484777919  1746484783092
read      482.0   182.0    68.9   266.1   300.8   431.0   530.5   602.2   648.1   693.3   740.3   799.6   912.1  1092.2  5033.6 134008.4   195000  1746484784595  1746484789772
read      513.1   188.8    80.4   284.9   320.7   460.0   552.9   634.4   686.9   738.2   796.0   869.8   996.9  1178.7  2856.3 125995.9   200000  1746484791277  1746484796446
read      551.1   204.3    80.4   317.8   354.1   487.3   580.5   682.5   747.0   802.9   857.4   925.4  1049.3  1280.8  4364.6 117405.2   205000  1746484797949  1746484803122
read      541.8   207.5    80.4   308.6   345.3   478.1   575.8   673.0   733.4   787.1   841.6   910.6  1039.9  1366.9  4523.7 119380.6   210000  1746484804626  1746484809804
read      543.7   195.6    93.8   309.9   348.4   484.3   577.2   670.3   730.7   786.6   843.4   913.4  1025.2  1194.5  3413.7 118981.0   215000  1746484811307  1746484816475
read      482.9   186.7    63.8   261.8   295.5   433.7   542.8   608.0   648.1   688.4   734.2   802.5   958.1  1170.7  3347.8 133735.9   220000  1746484817978  1746484823148
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 58.92%,0.50%,100.00%
